date,Plate.SN,DIV,well,trt,dose,units,file.name,Mutual Information
20140205,MW1007-26,DIV05,E2,Mevastatin,0.1,uM,ON_20140205_MW1007-26_DIV05_001.h5,3.17331303079649e-05
20140205,MW1007-26,DIV05,E3,Mevastatin,0.3,uM,ON_20140205_MW1007-26_DIV05_001.h5,1.93865606775562e-06
20140205,MW1007-26,DIV05,E4,Mevastatin,1,uM,ON_20140205_MW1007-26_DIV05_001.h5,0
20140205,MW1007-26,DIV05,E5,Mevastatin,3,uM,ON_20140205_MW1007-26_DIV05_001.h5,0
20140205,MW1007-26,DIV05,E6,Mevastatin,10,uM,ON_20140205_MW1007-26_DIV05_001.h5,0
20140205,MW1007-26,DIV05,E7,Mevastatin,30,uM,ON_20140205_MW1007-26_DIV05_001.h5,0
20140205,MW1007-26,DIV05,E8,Mevastatin,0,uM,ON_20140205_MW1007-26_DIV05_001.h5,9.55119620376273e-06
20140205,MW1007-26,DIV05,F1,Sodium Orthovanadate,0,uM,ON_20140205_MW1007-26_DIV05_001.h5,0
20140205,MW1007-26,DIV05,F2,Sodium Orthovanadate,0.03,uM,ON_20140205_MW1007-26_DIV05_001.h5,5.18724598108089e-06
20140205,MW1007-26,DIV05,F3,Sodium Orthovanadate,0.1,uM,ON_20140205_MW1007-26_DIV05_001.h5,2.23280652987083e-06
20140205,MW1007-26,DIV05,F4,Sodium Orthovanadate,0.3,uM,ON_20140205_MW1007-26_DIV05_001.h5,2.98285119437747e-07
20140205,MW1007-26,DIV05,F5,Sodium Orthovanadate,1,uM,ON_20140205_MW1007-26_DIV05_001.h5,7.42661013178788e-06
20140205,MW1007-26,DIV05,F6,Sodium Orthovanadate,3,uM,ON_20140205_MW1007-26_DIV05_001.h5,9.99843241231146e-06
20140205,MW1007-26,DIV05,F7,Sodium Orthovanadate,10,uM,ON_20140205_MW1007-26_DIV05_001.h5,8.41951064258634e-06
20140205,MW1007-26,DIV05,F8,Sodium Orthovanadate,0,uM,ON_20140205_MW1007-26_DIV05_001.h5,3.65656712125739e-06
20140205,MW1007-26,DIV07,A1,Acetaminophen,0,uM,ON_20140205_MW1007-26_DIV07_001.h5,0.00125865449359372
20140205,MW1007-26,DIV07,A2,Acetaminophen,0.1,uM,ON_20140205_MW1007-26_DIV07_001.h5,0.00282404653506219
20140205,MW1007-26,DIV07,A3,Acetaminophen,0.3,uM,ON_20140205_MW1007-26_DIV07_001.h5,0.00227719809656577
20140205,MW1007-26,DIV07,A4,Acetaminophen,1,uM,ON_20140205_MW1007-26_DIV07_001.h5,0.00243144337204659
20140205,MW1007-26,DIV07,A5,Acetaminophen,3,uM,ON_20140205_MW1007-26_DIV07_001.h5,0.00182231884407468
20140205,MW1007-26,DIV07,A6,Acetaminophen,10,uM,ON_20140205_MW1007-26_DIV07_001.h5,0.00193547373549355
20140205,MW1007-26,DIV07,A7,Acetaminophen,30,uM,ON_20140205_MW1007-26_DIV07_001.h5,0.00140184941183626
20140205,MW1007-26,DIV07,A8,Acetaminophen,0,uM,ON_20140205_MW1007-26_DIV07_001.h5,0.000360038483017419
20140205,MW1007-26,DIV07,B1,Bisindolymaleimide 1,0,uM,ON_20140205_MW1007-26_DIV07_001.h5,0.00148696722829588
20140205,MW1007-26,DIV07,B2,Bisindolymaleimide 1,0.03,uM,ON_20140205_MW1007-26_DIV07_001.h5,0.00109802341541617
20140205,MW1007-26,DIV07,B3,Bisindolymaleimide 1,0.1,uM,ON_20140205_MW1007-26_DIV07_001.h5,0.00216719993279431
20140205,MW1007-26,DIV07,B4,Bisindolymaleimide 1,0.3,uM,ON_20140205_MW1007-26_DIV07_001.h5,0.00122176443176784
20140205,MW1007-26,DIV07,B5,Bisindolymaleimide 1,1,uM,ON_20140205_MW1007-26_DIV07_001.h5,9.55659874205539e-05
20140205,MW1007-26,DIV07,B6,Bisindolymaleimide 1,3,uM,ON_20140205_MW1007-26_DIV07_001.h5,0
20140205,MW1007-26,DIV07,B7,Bisindolymaleimide 1,10,uM,ON_20140205_MW1007-26_DIV07_001.h5,0
20140205,MW1007-26,DIV07,B8,Bisindolymaleimide 1,0,uM,ON_20140205_MW1007-26_DIV07_001.h5,9.70407812744267e-05
20140205,MW1007-26,DIV07,C1,Domoic Acid,0,uM,ON_20140205_MW1007-26_DIV07_001.h5,0.000840868354020495
20140205,MW1007-26,DIV07,C2,Domoic Acid,3e-04,uM,ON_20140205_MW1007-26_DIV07_001.h5,0.00217124438529645
20140205,MW1007-26,DIV07,C3,Domoic Acid,0.001,uM,ON_20140205_MW1007-26_DIV07_001.h5,0.00053571259881894
20140205,MW1007-26,DIV07,C4,Domoic Acid,0.003,uM,ON_20140205_MW1007-26_DIV07_001.h5,0.000823095916059508
20140205,MW1007-26,DIV07,C5,Domoic Acid,0.01,uM,ON_20140205_MW1007-26_DIV07_001.h5,0.00283867989707696
20140205,MW1007-26,DIV07,C6,Domoic Acid,0.03,uM,ON_20140205_MW1007-26_DIV07_001.h5,0.00119618158485955
20140205,MW1007-26,DIV07,C7,Domoic Acid,0.1,uM,ON_20140205_MW1007-26_DIV07_001.h5,0.000407733413718242
20140205,MW1007-26,DIV07,C8,Domoic Acid,0,uM,ON_20140205_MW1007-26_DIV07_001.h5,0.000888864375218821
20140205,MW1007-26,DIV07,D1,Loperamide,0,uM,ON_20140205_MW1007-26_DIV07_001.h5,0.000243450053461225
20140205,MW1007-26,DIV07,D2,Loperamide,0.1,uM,ON_20140205_MW1007-26_DIV07_001.h5,0.00301820174973881
20140205,MW1007-26,DIV07,D3,Loperamide,0.3,uM,ON_20140205_MW1007-26_DIV07_001.h5,0.00055296409895067
20140205,MW1007-26,DIV07,D4,Loperamide,1,uM,ON_20140205_MW1007-26_DIV07_001.h5,0
20140205,MW1007-26,DIV07,D5,Loperamide,3,uM,ON_20140205_MW1007-26_DIV07_001.h5,0
20140205,MW1007-26,DIV07,D6,Loperamide,10,uM,ON_20140205_MW1007-26_DIV07_001.h5,0
20140205,MW1007-26,DIV07,D7,Loperamide,30,uM,ON_20140205_MW1007-26_DIV07_001.h5,0
20140205,MW1007-26,DIV07,D8,Loperamide,0,uM,ON_20140205_MW1007-26_DIV07_001.h5,0.000351558104335062
20140205,MW1007-26,DIV07,E1,Mevastatin,0,uM,ON_20140205_MW1007-26_DIV07_001.h5,0.00127779210789923
20140205,MW1007-26,DIV07,E2,Mevastatin,0.1,uM,ON_20140205_MW1007-26_DIV07_001.h5,0.00367149407664558
20140205,MW1007-26,DIV07,E3,Mevastatin,0.3,uM,ON_20140205_MW1007-26_DIV07_001.h5,0.000399237915979556
20140205,MW1007-26,DIV07,E4,Mevastatin,1,uM,ON_20140205_MW1007-26_DIV07_001.h5,0
20140205,MW1007-26,DIV07,E5,Mevastatin,3,uM,ON_20140205_MW1007-26_DIV07_001.h5,0
20140205,MW1007-26,DIV07,E6,Mevastatin,10,uM,ON_20140205_MW1007-26_DIV07_001.h5,0
20140205,MW1007-26,DIV07,E7,Mevastatin,30,uM,ON_20140205_MW1007-26_DIV07_001.h5,0
20140205,MW1007-26,DIV07,E8,Mevastatin,0,uM,ON_20140205_MW1007-26_DIV07_001.h5,0.0010072428769452
20140205,MW1007-26,DIV07,F1,Sodium Orthovanadate,0,uM,ON_20140205_MW1007-26_DIV07_001.h5,4.34350952596557e-05
20140205,MW1007-26,DIV07,F2,Sodium Orthovanadate,0.03,uM,ON_20140205_MW1007-26_DIV07_001.h5,0.00132392275553843
20140205,MW1007-26,DIV07,F3,Sodium Orthovanadate,0.1,uM,ON_20140205_MW1007-26_DIV07_001.h5,0.00165825480466992
20140205,MW1007-26,DIV07,F4,Sodium Orthovanadate,0.3,uM,ON_20140205_MW1007-26_DIV07_001.h5,0.00148182995548455
20140205,MW1007-26,DIV07,F5,Sodium Orthovanadate,1,uM,ON_20140205_MW1007-26_DIV07_001.h5,0.000985080349273037
20140205,MW1007-26,DIV07,F6,Sodium Orthovanadate,3,uM,ON_20140205_MW1007-26_DIV07_001.h5,0.00010107303114707
20140205,MW1007-26,DIV07,F7,Sodium Orthovanadate,10,uM,ON_20140205_MW1007-26_DIV07_001.h5,9.97575865011961e-06
20140205,MW1007-26,DIV07,F8,Sodium Orthovanadate,0,uM,ON_20140205_MW1007-26_DIV07_001.h5,6.64563926616735e-05
20140205,MW1007-26,DIV09,A1,Acetaminophen,0,uM,ON_20140205_MW1007-26_DIV09_001.h5,0.00832958120970393
20140205,MW1007-26,DIV09,A2,Acetaminophen,0.1,uM,ON_20140205_MW1007-26_DIV09_001.h5,0.0123019375866446
20140205,MW1007-26,DIV09,A3,Acetaminophen,0.3,uM,ON_20140205_MW1007-26_DIV09_001.h5,0.0105302968004001
20140205,MW1007-26,DIV09,A4,Acetaminophen,1,uM,ON_20140205_MW1007-26_DIV09_001.h5,0.00807085935111004
20140205,MW1007-26,DIV09,A5,Acetaminophen,3,uM,ON_20140205_MW1007-26_DIV09_001.h5,0.0108286332172292
20140205,MW1007-26,DIV09,A6,Acetaminophen,10,uM,ON_20140205_MW1007-26_DIV09_001.h5,0.0124713013630701
20140205,MW1007-26,DIV09,A7,Acetaminophen,30,uM,ON_20140205_MW1007-26_DIV09_001.h5,0.00769696147339229
20140205,MW1007-26,DIV09,A8,Acetaminophen,0,uM,ON_20140205_MW1007-26_DIV09_001.h5,0.00845630769731492
20140205,MW1007-26,DIV09,B1,Bisindolymaleimide 1,0,uM,ON_20140205_MW1007-26_DIV09_001.h5,0.0110921954716347
20140205,MW1007-26,DIV09,B2,Bisindolymaleimide 1,0.03,uM,ON_20140205_MW1007-26_DIV09_001.h5,0.0112271228091997
20140205,MW1007-26,DIV09,B3,Bisindolymaleimide 1,0.1,uM,ON_20140205_MW1007-26_DIV09_001.h5,0.0115131182022931
20140205,MW1007-26,DIV09,B4,Bisindolymaleimide 1,0.3,uM,ON_20140205_MW1007-26_DIV09_001.h5,0.0138982743619963
20140205,MW1007-26,DIV09,B5,Bisindolymaleimide 1,1,uM,ON_20140205_MW1007-26_DIV09_001.h5,0.00914389268308601
20140205,MW1007-26,DIV09,B6,Bisindolymaleimide 1,3,uM,ON_20140205_MW1007-26_DIV09_001.h5,0.000269207464810725
20140205,MW1007-26,DIV09,B7,Bisindolymaleimide 1,10,uM,ON_20140205_MW1007-26_DIV09_001.h5,0
20140205,MW1007-26,DIV09,B8,Bisindolymaleimide 1,0,uM,ON_20140205_MW1007-26_DIV09_001.h5,0.00476800013880786
20140205,MW1007-26,DIV09,C1,Domoic Acid,0,uM,ON_20140205_MW1007-26_DIV09_001.h5,0.00865701580008203
20140205,MW1007-26,DIV09,C2,Domoic Acid,3e-04,uM,ON_20140205_MW1007-26_DIV09_001.h5,0.0173697688735039
20140205,MW1007-26,DIV09,C3,Domoic Acid,0.001,uM,ON_20140205_MW1007-26_DIV09_001.h5,0.011598813040153
20140205,MW1007-26,DIV09,C4,Domoic Acid,0.003,uM,ON_20140205_MW1007-26_DIV09_001.h5,0.00911959411409082
20140205,MW1007-26,DIV09,C5,Domoic Acid,0.01,uM,ON_20140205_MW1007-26_DIV09_001.h5,0.0116848786106587
20140205,MW1007-26,DIV09,C6,Domoic Acid,0.03,uM,ON_20140205_MW1007-26_DIV09_001.h5,0.00660970021090366
20140205,MW1007-26,DIV09,C7,Domoic Acid,0.1,uM,ON_20140205_MW1007-26_DIV09_001.h5,0.00689295778396467
20140205,MW1007-26,DIV09,C8,Domoic Acid,0,uM,ON_20140205_MW1007-26_DIV09_001.h5,0.0072011624328085
20140205,MW1007-26,DIV09,D1,Loperamide,0,uM,ON_20140205_MW1007-26_DIV09_001.h5,0.00645369028970952
20140205,MW1007-26,DIV09,D2,Loperamide,0.1,uM,ON_20140205_MW1007-26_DIV09_001.h5,0.0119370321402855
20140205,MW1007-26,DIV09,D3,Loperamide,0.3,uM,ON_20140205_MW1007-26_DIV09_001.h5,0.00934166688732022
20140205,MW1007-26,DIV09,D4,Loperamide,1,uM,ON_20140205_MW1007-26_DIV09_001.h5,0.00790958154865007
20140205,MW1007-26,DIV09,D5,Loperamide,3,uM,ON_20140205_MW1007-26_DIV09_001.h5,0
20140205,MW1007-26,DIV09,D6,Loperamide,10,uM,ON_20140205_MW1007-26_DIV09_001.h5,0
20140205,MW1007-26,DIV09,D7,Loperamide,30,uM,ON_20140205_MW1007-26_DIV09_001.h5,0
20140205,MW1007-26,DIV09,D8,Loperamide,0,uM,ON_20140205_MW1007-26_DIV09_001.h5,0.00733592208413233
20140205,MW1007-26,DIV09,E1,Mevastatin,0,uM,ON_20140205_MW1007-26_DIV09_001.h5,0.00756642149883803
20140205,MW1007-26,DIV09,E2,Mevastatin,0.1,uM,ON_20140205_MW1007-26_DIV09_001.h5,0.0200589233424117
20140205,MW1007-26,DIV09,E3,Mevastatin,0.3,uM,ON_20140205_MW1007-26_DIV09_001.h5,0.0115676956353712
20140205,MW1007-26,DIV09,E4,Mevastatin,1,uM,ON_20140205_MW1007-26_DIV09_001.h5,2.14954559796254e-06
20140205,MW1007-26,DIV09,E5,Mevastatin,3,uM,ON_20140205_MW1007-26_DIV09_001.h5,0
20140205,MW1007-26,DIV09,E6,Mevastatin,10,uM,ON_20140205_MW1007-26_DIV09_001.h5,0
20140205,MW1007-26,DIV09,E7,Mevastatin,30,uM,ON_20140205_MW1007-26_DIV09_001.h5,0
20140205,MW1007-26,DIV09,E8,Mevastatin,0,uM,ON_20140205_MW1007-26_DIV09_001.h5,0.00766682604139027
20140205,MW1007-26,DIV09,F1,Sodium Orthovanadate,0,uM,ON_20140205_MW1007-26_DIV09_001.h5,0.00537537802174474
20140205,MW1007-26,DIV09,F2,Sodium Orthovanadate,0.03,uM,ON_20140205_MW1007-26_DIV09_001.h5,0.00939353159316185
20140205,MW1007-26,DIV09,F3,Sodium Orthovanadate,0.1,uM,ON_20140205_MW1007-26_DIV09_001.h5,0.0114160211841813
20140205,MW1007-26,DIV09,F4,Sodium Orthovanadate,0.3,uM,ON_20140205_MW1007-26_DIV09_001.h5,0.0127174229377323
20140205,MW1007-26,DIV09,F5,Sodium Orthovanadate,1,uM,ON_20140205_MW1007-26_DIV09_001.h5,0.0120745120554037
20140205,MW1007-26,DIV09,F6,Sodium Orthovanadate,3,uM,ON_20140205_MW1007-26_DIV09_001.h5,0.00823622855592345
20140205,MW1007-26,DIV09,F7,Sodium Orthovanadate,10,uM,ON_20140205_MW1007-26_DIV09_001.h5,0.00214291286552284
20140205,MW1007-26,DIV09,F8,Sodium Orthovanadate,0,uM,ON_20140205_MW1007-26_DIV09_001.h5,0.0048947561084669
20140205,MW1007-26,DIV12,A1,Acetaminophen,0,uM,ON_20140205_MW1007-26_DIV12_00_001.h5,0.0176730944056907
20140205,MW1007-26,DIV12,A2,Acetaminophen,0.1,uM,ON_20140205_MW1007-26_DIV12_00_001.h5,0.0171784626549032
20140205,MW1007-26,DIV12,A3,Acetaminophen,0.3,uM,ON_20140205_MW1007-26_DIV12_00_001.h5,0.0143668801567123
20140205,MW1007-26,DIV12,A4,Acetaminophen,1,uM,ON_20140205_MW1007-26_DIV12_00_001.h5,0.0150815244826903
20140205,MW1007-26,DIV12,A5,Acetaminophen,3,uM,ON_20140205_MW1007-26_DIV12_00_001.h5,0.010319929424318
20140205,MW1007-26,DIV12,A6,Acetaminophen,10,uM,ON_20140205_MW1007-26_DIV12_00_001.h5,0.0190042583161395
20140205,MW1007-26,DIV12,A7,Acetaminophen,30,uM,ON_20140205_MW1007-26_DIV12_00_001.h5,0.0250300736821225
20140205,MW1007-26,DIV12,A8,Acetaminophen,0,uM,ON_20140205_MW1007-26_DIV12_00_001.h5,0.0172589521435866
20140205,MW1007-26,DIV12,B1,Bisindolymaleimide 1,0,uM,ON_20140205_MW1007-26_DIV12_00_001.h5,0.0198064448866363
20140205,MW1007-26,DIV12,B2,Bisindolymaleimide 1,0.03,uM,ON_20140205_MW1007-26_DIV12_00_001.h5,0.0113426366172207
20140205,MW1007-26,DIV12,B3,Bisindolymaleimide 1,0.1,uM,ON_20140205_MW1007-26_DIV12_00_001.h5,0.0149374850941888
20140205,MW1007-26,DIV12,B4,Bisindolymaleimide 1,0.3,uM,ON_20140205_MW1007-26_DIV12_00_001.h5,0.0120062718553186
20140205,MW1007-26,DIV12,B5,Bisindolymaleimide 1,1,uM,ON_20140205_MW1007-26_DIV12_00_001.h5,0.0133215402034141
20140205,MW1007-26,DIV12,B6,Bisindolymaleimide 1,3,uM,ON_20140205_MW1007-26_DIV12_00_001.h5,0.00324636613775354
20140205,MW1007-26,DIV12,B7,Bisindolymaleimide 1,10,uM,ON_20140205_MW1007-26_DIV12_00_001.h5,0
20140205,MW1007-26,DIV12,B8,Bisindolymaleimide 1,0,uM,ON_20140205_MW1007-26_DIV12_00_001.h5,0.0109138114267499
20140205,MW1007-26,DIV12,C1,Domoic Acid,0,uM,ON_20140205_MW1007-26_DIV12_00_001.h5,0.0168980150250071
20140205,MW1007-26,DIV12,C2,Domoic Acid,3e-04,uM,ON_20140205_MW1007-26_DIV12_00_001.h5,0.0227614984547428
20140205,MW1007-26,DIV12,C3,Domoic Acid,0.001,uM,ON_20140205_MW1007-26_DIV12_00_001.h5,0.0117596105106185
20140205,MW1007-26,DIV12,C4,Domoic Acid,0.003,uM,ON_20140205_MW1007-26_DIV12_00_001.h5,0.017207208295848
20140205,MW1007-26,DIV12,C5,Domoic Acid,0.01,uM,ON_20140205_MW1007-26_DIV12_00_001.h5,0.0172977343236819
20140205,MW1007-26,DIV12,C6,Domoic Acid,0.03,uM,ON_20140205_MW1007-26_DIV12_00_001.h5,0.00737418577426271
20140205,MW1007-26,DIV12,C7,Domoic Acid,0.1,uM,ON_20140205_MW1007-26_DIV12_00_001.h5,0.00511476800298852
20140205,MW1007-26,DIV12,C8,Domoic Acid,0,uM,ON_20140205_MW1007-26_DIV12_00_001.h5,0.0176718142263503
20140205,MW1007-26,DIV12,D1,Loperamide,0,uM,ON_20140205_MW1007-26_DIV12_00_001.h5,0.0169682745577901
20140205,MW1007-26,DIV12,D2,Loperamide,0.1,uM,ON_20140205_MW1007-26_DIV12_00_001.h5,0.0108630977750682
20140205,MW1007-26,DIV12,D3,Loperamide,0.3,uM,ON_20140205_MW1007-26_DIV12_00_001.h5,0.0244383318198421
20140205,MW1007-26,DIV12,D4,Loperamide,1,uM,ON_20140205_MW1007-26_DIV12_00_001.h5,0.00835118894131786
20140205,MW1007-26,DIV12,D5,Loperamide,3,uM,ON_20140205_MW1007-26_DIV12_00_001.h5,0.00370540466425221
20140205,MW1007-26,DIV12,D6,Loperamide,10,uM,ON_20140205_MW1007-26_DIV12_00_001.h5,0
20140205,MW1007-26,DIV12,D7,Loperamide,30,uM,ON_20140205_MW1007-26_DIV12_00_001.h5,0
20140205,MW1007-26,DIV12,D8,Loperamide,0,uM,ON_20140205_MW1007-26_DIV12_00_001.h5,0.0180059532881907
20140205,MW1007-26,DIV12,E1,Mevastatin,0,uM,ON_20140205_MW1007-26_DIV12_00_001.h5,0.013590464826258
20140205,MW1007-26,DIV12,E2,Mevastatin,0.1,uM,ON_20140205_MW1007-26_DIV12_00_001.h5,0.0204849887484562
20140205,MW1007-26,DIV12,E3,Mevastatin,0.3,uM,ON_20140205_MW1007-26_DIV12_00_001.h5,0.0284906641077852
20140205,MW1007-26,DIV12,E4,Mevastatin,1,uM,ON_20140205_MW1007-26_DIV12_00_001.h5,0.00160351254450578
20140205,MW1007-26,DIV12,E5,Mevastatin,3,uM,ON_20140205_MW1007-26_DIV12_00_001.h5,7.04667191465946e-07
20140205,MW1007-26,DIV12,E6,Mevastatin,10,uM,ON_20140205_MW1007-26_DIV12_00_001.h5,0
20140205,MW1007-26,DIV12,E7,Mevastatin,30,uM,ON_20140205_MW1007-26_DIV12_00_001.h5,0
20140205,MW1007-26,DIV12,E8,Mevastatin,0,uM,ON_20140205_MW1007-26_DIV12_00_001.h5,0.0206332437994714
20140205,MW1007-26,DIV12,F1,Sodium Orthovanadate,0,uM,ON_20140205_MW1007-26_DIV12_00_001.h5,0.0144381194578736
20140205,MW1007-26,DIV12,F2,Sodium Orthovanadate,0.03,uM,ON_20140205_MW1007-26_DIV12_00_001.h5,0.0136629279550049
20140205,MW1007-26,DIV12,F3,Sodium Orthovanadate,0.1,uM,ON_20140205_MW1007-26_DIV12_00_001.h5,0.0159876447333591
20140205,MW1007-26,DIV12,F4,Sodium Orthovanadate,0.3,uM,ON_20140205_MW1007-26_DIV12_00_001.h5,0.0222628193444695
20140205,MW1007-26,DIV12,F5,Sodium Orthovanadate,1,uM,ON_20140205_MW1007-26_DIV12_00_001.h5,0.0203924584687571
20140205,MW1007-26,DIV12,F6,Sodium Orthovanadate,3,uM,ON_20140205_MW1007-26_DIV12_00_001.h5,0.0155965592576209
20140205,MW1007-26,DIV12,F7,Sodium Orthovanadate,10,uM,ON_20140205_MW1007-26_DIV12_00_001.h5,0.012364455674339
20140205,MW1007-26,DIV12,F8,Sodium Orthovanadate,0,uM,ON_20140205_MW1007-26_DIV12_00_001.h5,0.00970784484046422
